case,expert_ranking,proxy,aggregation,spearman_mean_Uni1,spearman_std_Uni1,kendall_mean_Uni1,kendall_std_Uni1,n_Uni1,spearman_mean_Uni2,spearman_std_Uni2,kendall_mean_Uni2,kendall_std_Uni2,n_Uni2,delta_spearman,delta_kendall,abs_delta_spearman,abs_delta_kendall
CASE3_one_violation,1-2-5-7-3-6,acc_syntaxBL,median,0,0,0,0,6,0,0,0,0,6,0,0,0,0
CASE3_one_violation,1-2-5-7-3-6,scaleSM,per_student,0.567567568,0.238968381,0.463063063,0.212490421,37,0.567346939,0.139493939,0.438095238,0.141901566,7,0.000220629,0.024967825,0.000220629,0.024967825
CASE3_one_violation,1-2-5-7-3-6,scaleSM,avg,0.828571429,0,0.733333333,0,6,0.771428571,0,0.6,0,6,0.057142857,0.133333333,0.057142857,0.133333333
CASE3_one_violation,1-2-5-7-3-6,scaleSM,median,0.771428571,0.040406102,0.6,0.094280904,6,0.457142857,0.188802168,0.333333333,0.14401646,6,0.314285714,0.266666667,0.314285714,0.266666667
CASE3_one_violation,1-2-5-7-3-6,scaleST,per_student,0.553667954,0.195295056,0.443243243,0.16780957,37,0.383673469,0.190660746,0.285714286,0.149981102,7,0.169994484,0.157528958,0.169994484,0.157528958
CASE3_one_violation,1-2-5-7-3-6,scaleST,avg,0.714285714,0,0.6,0,6,0.714285714,0,0.466666667,0,6,0,0.133333333,0,0.133333333
CASE3_one_violation,1-2-5-7-3-6,scaleST,median,0.828571429,0.080812204,0.733333333,0.094280904,6,0.457142857,0.188802168,0.333333333,0.14401646,6,0.371428571,0.4,0.371428571,0.4
CASE3_one_violation,1-2-5-7-3-8,readTime,per_student,0.331274131,0.43738477,0.252252252,0.374610151,37,0.534693878,0.344795299,0.466666667,0.310657265,7,-0.203419746,-0.214414414,0.203419746,0.214414414
CASE3_one_violation,1-2-5-7-3-8,readTime,avg,0.714285714,0,0.6,0,6,0.771428571,0,0.6,0,6,-0.057142857,0,0.057142857,0
CASE3_one_violation,1-2-5-7-3-8,readTime,median,0.6,0,0.466666667,0,6,0.6,0,0.466666667,0,6,0,0,0,0
CASE3_one_violation,1-2-5-7-3-8,log_readTime,per_student,0.331274131,0.43738477,0.252252252,0.374610151,37,0.534693878,0.344795299,0.466666667,0.310657265,7,-0.203419746,-0.214414414,0.203419746,0.214414414
CASE3_one_violation,1-2-5-7-3-8,log_readTime,avg,0.714285714,0,0.6,0,6,0.771428571,0,0.6,0,6,-0.057142857,0,0.057142857,0
CASE3_one_violation,1-2-5-7-3-8,log_readTime,median,0.6,0,0.466666667,0,6,0.6,0,0.466666667,0,6,0,0,0,0
CASE3_one_violation,1-2-5-7-3-8,time_function,per_student,0.345173745,0.339193969,0.273873874,0.293179232,37,0.579591837,0.305714013,0.457142857,0.232115383,7,-0.234418092,-0.183268983,0.234418092,0.183268983
CASE3_one_violation,1-2-5-7-3-8,time_function,avg,0.828571429,0,0.733333333,0,6,0.942857143,0,0.866666667,0,6,-0.114285714,-0.133333333,0.114285714,0.133333333
CASE3_one_violation,1-2-5-7-3-8,time_function,median,1,0,1,0,6,0.771428571,0,0.6,0,6,0.228571429,0.4,0.228571429,0.4
CASE3_one_violation,1-2-5-7-3-8,time_output,per_student,0.457142857,0.338583402,0.36036036,0.267323272,37,0.608163265,0.275623559,0.495238095,0.271052371,7,-0.151020408,-0.134877735,0.151020408,0.134877735
CASE3_one_violation,1-2-5-7-3-8,time_output,avg,0.942857143,0,0.866666667,0,6,0.657142857,0,0.6,0,6,0.285714286,0.266666667,0.285714286,0.266666667
CASE3_one_violation,1-2-5-7-3-8,time_output,median,0.942857143,0,0.866666667,0,6,0.657142857,0,0.6,0,6,0.285714286,0.266666667,0.285714286,0.266666667
CASE3_one_violation,1-2-5-7-3-8,time_syntaxBL,per_student,0.126640927,0.329169544,0.104504505,0.263740951,37,-0.032653061,0.317581448,-0.028571429,0.251616092,7,0.159293988,0.133075933,0.159293988,0.133075933
CASE3_one_violation,1-2-5-7-3-8,time_syntaxBL,avg,0.142857143,0,0.066666667,0,6,0.142857143,0,0.066666667,0,6,0,0,0,0
CASE3_one_violation,1-2-5-7-3-8,time_syntaxBL,median,0.057142857,0.153861852,0.066666667,0.094280904,6,-0.142857143,0,-0.066666667,0,6,0.2,0.133333333,0.2,0.133333333
CASE3_one_violation,1-2-5-7-3-8,time_scaleSM,per_student,0.17992278,0.354615917,0.133333333,0.293677112,37,0.146938776,0.38223787,0.133333333,0.3086067,7,0.032984004,0,0.032984004,0
CASE3_one_violation,1-2-5-7-3-8,time_scaleSM,avg,0.714285714,0,0.6,0,6,-0.057142857,0.028571429,0,0.066666667,6,0.771428571,0.6,0.771428571,0.6
CASE3_one_violation,1-2-5-7-3-8,time_scaleSM,median,0.428571429,0.285714286,0.333333333,0.272165527,6,0.285714286,0.21821789,0.2,0.196261353,6,0.142857143,0.133333333,0.142857143,0.133333333
CASE3_one_violation,1-2-5-7-3-8,time_scaleST,per_student,0.193050193,0.425570207,0.151351351,0.347845759,37,0.097959184,0.40975201,0.066666667,0.300264434,7,0.095091009,0.084684685,0.095091009,0.084684685
CASE3_one_violation,1-2-5-7-3-8,time_scaleST,avg,0.371428571,0,0.333333333,0,6,0.542857143,0.114285714,0.533333333,0.066666667,6,-0.171428571,-0.2,0.171428571,0.2
CASE3_one_violation,1-2-5-7-3-8,time_scaleST,median,0.6,0.174574312,0.466666667,0.180534187,6,-0.057142857,0.220697719,-0.066666667,0.14401646,6,0.657142857,0.533333333,0.657142857,0.533333333
CASE3_one_violation,1-2-5-7-3-8,log_time_function,per_student,0.345173745,0.339193969,0.273873874,0.293179232,37,0.579591837,0.305714013,0.457142857,0.232115383,7,-0.234418092,-0.183268983,0.234418092,0.183268983
CASE3_one_violation,1-2-5-7-3-8,log_time_function,avg,0.771428571,0,0.6,0,6,0.942857143,0,0.866666667,0,6,-0.171428571,-0.266666667,0.171428571,0.266666667
CASE3_one_violation,1-2-5-7-3-8,log_time_function,median,1,0,1,0,6,0.771428571,0,0.6,0,6,0.228571429,0.4,0.228571429,0.4
CASE3_one_violation,1-2-5-7-3-8,log_time_output,per_student,0.457142857,0.338583402,0.36036036,0.267323272,37,0.608163265,0.275623559,0.495238095,0.271052371,7,-0.151020408,-0.134877735,0.151020408,0.134877735
CASE3_one_violation,1-2-5-7-3-8,log_time_output,avg,0.942857143,0,0.866666667,0,6,0.828571429,0,0.733333333,0,6,0.114285714,0.133333333,0.114285714,0.133333333
CASE3_one_violation,1-2-5-7-3-8,log_time_output,median,0.942857143,0,0.866666667,0,6,0.657142857,0,0.6,0,6,0.285714286,0.266666667,0.285714286,0.266666667
CASE3_one_violation,1-2-5-7-3-8,log_time_syntaxBL,per_student,0.126640927,0.329169544,0.104504505,0.263740951,37,-0.032653061,0.317581448,-0.028571429,0.251616092,7,0.159293988,0.133075933,0.159293988,0.133075933
CASE3_one_violation,1-2-5-7-3-8,log_time_syntaxBL,avg,0.257142857,0,0.2,0,6,-0.142857143,0,-0.066666667,0,6,0.4,0.266666667,0.4,0.266666667
CASE3_one_violation,1-2-5-7-3-8,log_time_syntaxBL,median,0.057142857,0.153861852,0.066666667,0.094280904,6,-0.142857143,0,-0.066666667,0,6,0.2,0.133333333,0.2,0.133333333
CASE3_one_violation,1-2-5-7-3-8,log_time_scaleSM,per_student,0.17992278,0.354615917,0.133333333,0.293677112,37,0.146938776,0.38223787,0.133333333,0.3086067,7,0.032984004,0,0.032984004,0
CASE3_one_violation,1-2-5-7-3-8,log_time_scaleSM,avg,0.714285714,0,0.6,0,6,0.085714286,0,0.066666667,0,6,0.628571429,0.533333333,0.628571429,0.533333333
CASE3_one_violation,1-2-5-7-3-8,log_time_scaleSM,median,0.428571429,0.285714286,0.333333333,0.272165527,6,0.285714286,0.21821789,0.2,0.196261353,6,0.142857143,0.133333333,0.142857143,0.133333333
CASE3_one_violation,1-2-5-7-3-8,log_time_scaleST,per_student,0.193050193,0.425570207,0.151351351,0.347845759,37,0.097959184,0.40975201,0.066666667,0.300264434,7,0.095091009,0.084684685,0.095091009,0.084684685
CASE3_one_violation,1-2-5-7-3-8,log_time_scaleST,avg,0.714285714,0,0.6,0,6,0.142857143,0,0.066666667,0,6,0.571428571,0.533333333,0.571428571,0.533333333
CASE3_one_violation,1-2-5-7-3-8,log_time_scaleST,median,0.6,0.174574312,0.466666667,0.180534187,6,-0.057142857,0.220697719,-0.066666667,0.14401646,6,0.657142857,0.533333333,0.657142857,0.533333333
CASE3_one_violation,1-2-5-7-3-8,acc_function,per_student,0.301158301,0.388618814,0.243243243,0.312777431,37,0.020408163,0.273073121,0.00952381,0.19331222,7,0.280750138,0.233719434,0.280750138,0.233719434
CASE3_one_violation,1-2-5-7-3-8,acc_function,avg,0.714285714,0,0.466666667,0,6,0.057142857,0.085714286,0,0.066666667,6,0.657142857,0.466666667,0.657142857,0.466666667
CASE3_one_violation,1-2-5-7-3-8,acc_function,median,0.342857143,0.248533111,0.266666667,0.20727509,6,-0.085714286,0.374710773,-0.066666667,0.272165527,6,0.428571429,0.333333333,0.428571429,0.333333333
CASE3_one_violation,1-2-5-7-3-8,acc_output,per_student,0.196911197,0.33099051,0.153153153,0.257437063,37,0.195918367,0.277611038,0.152380952,0.215919696,7,0.00099283,0.000772201,0.00099283,0.000772201
CASE3_one_violation,1-2-5-7-3-8,acc_output,avg,0.714285714,0,0.6,0,6,0.285714286,0.170633075,0.2,0.14401646,6,0.428571429,0.4,0.428571429,0.4
CASE3_one_violation,1-2-5-7-3-8,acc_output,median,0.428571429,0.285714286,0.333333333,0.272165527,6,0.428571429,0.285714286,0.333333333,0.272165527,6,0,0,0,0
CASE3_one_violation,1-2-5-7-3-8,acc_syntaxBL,per_student,-0.067181467,0.14797269,-0.052252252,0.11508987,37,-0.085714286,0.129587819,-0.066666667,0.100790526,7,0.018532819,0.014414414,0.018532819,0.014414414
CASE3_one_violation,1-2-5-7-3-8,acc_syntaxBL,avg,-0.428571429,0.127775313,-0.333333333,0.094280904,6,-0.228571429,0.283323329,-0.2,0.196261353,6,-0.2,-0.133333333,0.2,0.133333333
CASE3_one_violation,1-2-5-7-3-8,acc_syntaxBL,median,0,0,0,0,6,0,0,0,0,6,0,0,0,0
CASE3_one_violation,1-2-5-7-3-8,scaleSM,per_student,0.476447876,0.228190228,0.381981982,0.181848136,37,0.591836735,0.213653099,0.476190476,0.220903114,7,-0.115388858,-0.094208494,0.115388858,0.094208494
CASE3_one_violation,1-2-5-7-3-8,scaleSM,avg,0.6,0,0.466666667,0,6,0.8,0.028571429,0.666666667,0.066666667,6,-0.2,-0.2,0.2,0.2
CASE3_one_violation,1-2-5-7-3-8,scaleSM,median,0.542857143,0.168224017,0.4,0.127656948,6,0.457142857,0.188802168,0.333333333,0.14401646,6,0.085714286,0.066666667,0.085714286,0.066666667
CASE3_one_violation,1-2-5-7-3-8,scaleST,per_student,0.452509653,0.262997571,0.354954955,0.207981319,37,0.440816327,0.170649347,0.342857143,0.144435723,7,0.011693326,0.012097812,0.011693326,0.012097812
CASE3_one_violation,1-2-5-7-3-8,scaleST,avg,0.714285714,0,0.6,0,6,0.714285714,0,0.466666667,0,6,0,0.133333333,0,0.133333333
CASE3_one_violation,1-2-5-7-3-8,scaleST,median,0.714285714,0.136027208,0.6,0.14401646,6,0.457142857,0.188802168,0.333333333,0.14401646,6,0.257142857,0.266666667,0.257142857,0.266666667
CASE3_one_violation,1-2-5-7-6-8,readTime,per_student,0.315830116,0.414515763,0.237837838,0.367293662,37,0.526530612,0.408326498,0.466666667,0.36340541,7,-0.210700496,-0.228828829,0.210700496,0.228828829
CASE3_one_violation,1-2-5-7-6-8,readTime,avg,0.714285714,0,0.6,0,6,0.771428571,0,0.6,0,6,-0.057142857,0,0.057142857,0
CASE3_one_violation,1-2-5-7-6-8,readTime,median,0.6,0,0.466666667,0,6,0.542857143,0,0.466666667,0,6,0.057142857,0,0.057142857,0
CASE3_one_violation,1-2-5-7-6-8,log_readTime,per_student,0.238223938,0.495340162,0.176576577,0.402758123,37,0.526530612,0.408326498,0.466666667,0.36340541,7,-0.288306674,-0.29009009,0.288306674,0.29009009
CASE3_one_violation,1-2-5-7-6-8,log_readTime,avg,0.714285714,0,0.6,0,6,0.771428571,0,0.6,0,6,-0.057142857,0,0.057142857,0
CASE3_one_violation,1-2-5-7-6-8,log_readTime,median,0.6,0,0.466666667,0,6,0.542857143,0,0.466666667,0,6,0.057142857,0,0.057142857,0
CASE3_one_violation,1-2-5-7-6-8,time_function,per_student,0.305791506,0.31752385,0.234234234,0.276234492,37,0.485714286,0.317424034,0.40952381,0.274708669,7,-0.17992278,-0.175289575,0.17992278,0.175289575
CASE3_one_violation,1-2-5-7-6-8,time_function,avg,0.828571429,0,0.733333333,0,6,0.942857143,0,0.866666667,0,6,-0.114285714,-0.133333333,0.114285714,0.133333333
CASE3_one_violation,1-2-5-7-6-8,time_function,median,1,0,1,0,6,0.771428571,0,0.6,0,6,0.228571429,0.4,0.228571429,0.4
CASE3_one_violation,1-2-5-7-6-8,time_output,per_student,0.524324324,0.318865627,0.41981982,0.263433036,37,0.759183673,0.146370784,0.619047619,0.184181711,7,-0.234859349,-0.199227799,0.234859349,0.199227799
CASE3_one_violation,1-2-5-7-6-8,time_output,avg,0.942857143,0,0.866666667,0,6,1,0,1,0,6,-0.057142857,-0.133333333,0.057142857,0.133333333
CASE3_one_violation,1-2-5-7-6-8,time_output,median,0.942857143,0,0.866666667,0,6,1,0,1,0,6,-0.057142857,-0.133333333,0.057142857,0.133333333
CASE3_one_violation,1-2-5-7-6-8,time_syntaxBL,per_student,-0.044787645,0.366948962,-0.027027027,0.293046321,37,-0.13877551,0.242642677,-0.133333333,0.207784993,7,0.093987865,0.106306306,0.093987865,0.106306306
CASE3_one_violation,1-2-5-7-6-8,time_syntaxBL,avg,-0.085714286,0,-0.2,0,6,-0.085714286,0,-0.2,0,6,0,0,0,0
CASE3_one_violation,1-2-5-7-6-8,time_syntaxBL,median,-0.171428571,0.153861852,-0.2,0.094280904,6,-0.485714286,0.114285714,-0.4,0.066666667,6,0.314285714,0.2,0.314285714,0.2
CASE3_one_violation,1-2-5-7-6-8,time_scaleSM,per_student,0.174517375,0.391964731,0.142342342,0.331404206,37,0.212244898,0.369652628,0.161904762,0.295698566,7,-0.037727523,-0.01956242,0.037727523,0.01956242
CASE3_one_violation,1-2-5-7-6-8,time_scaleSM,avg,0.485714286,0,0.333333333,0,6,0.2,0,0.2,0,6,0.285714286,0.133333333,0.285714286,0.133333333
CASE3_one_violation,1-2-5-7-6-8,time_scaleSM,median,0.428571429,0.285714286,0.333333333,0.272165527,6,0.485714286,0.161624407,0.4,0.127656948,6,-0.057142857,-0.066666667,0.057142857,0.066666667
CASE3_one_violation,1-2-5-7-6-8,time_scaleST,per_student,0.152123552,0.390231185,0.111711712,0.305722815,37,0.27755102,0.30988168,0.20952381,0.212105309,7,-0.125427468,-0.097812098,0.125427468,0.097812098
CASE3_one_violation,1-2-5-7-6-8,time_scaleST,avg,0.142857143,0,0.2,0,6,0.657142857,0.114285714,0.533333333,0.066666667,6,-0.514285714,-0.333333333,0.514285714,0.333333333
CASE3_one_violation,1-2-5-7-6-8,time_scaleST,median,0.342857143,0.248533111,0.266666667,0.20727509,6,0.028571429,0.203372919,0,0.127656948,6,0.314285714,0.266666667,0.314285714,0.266666667
CASE3_one_violation,1-2-5-7-6-8,log_time_function,per_student,0.305791506,0.31752385,0.234234234,0.276234492,37,0.485714286,0.317424034,0.40952381,0.274708669,7,-0.17992278,-0.175289575,0.17992278,0.175289575
CASE3_one_violation,1-2-5-7-6-8,log_time_function,avg,0.771428571,0,0.6,0,6,0.942857143,0,0.866666667,0,6,-0.171428571,-0.266666667,0.171428571,0.266666667
CASE3_one_violation,1-2-5-7-6-8,log_time_function,median,1,0,1,0,6,0.771428571,0,0.6,0,6,0.228571429,0.4,0.228571429,0.4
CASE3_one_violation,1-2-5-7-6-8,log_time_output,per_student,0.524324324,0.318865627,0.41981982,0.263433036,37,0.759183673,0.146370784,0.619047619,0.184181711,7,-0.234859349,-0.199227799,0.234859349,0.199227799
CASE3_one_violation,1-2-5-7-6-8,log_time_output,avg,0.942857143,0,0.866666667,0,6,1,0,1,0,6,-0.057142857,-0.133333333,0.057142857,0.133333333
CASE3_one_violation,1-2-5-7-6-8,log_time_output,median,0.942857143,0,0.866666667,0,6,1,0,1,0,6,-0.057142857,-0.133333333,0.057142857,0.133333333
CASE3_one_violation,1-2-5-7-6-8,log_time_syntaxBL,per_student,-0.044787645,0.366948962,-0.027027027,0.293046321,37,-0.13877551,0.242642677,-0.133333333,0.207784993,7,0.093987865,0.106306306,0.093987865,0.106306306
CASE3_one_violation,1-2-5-7-6-8,log_time_syntaxBL,avg,0.028571429,0,-0.066666667,0,6,-0.371428571,0,-0.333333333,0,6,0.4,0.266666667,0.4,0.266666667
CASE3_one_violation,1-2-5-7-6-8,log_time_syntaxBL,median,-0.171428571,0.153861852,-0.2,0.094280904,6,-0.485714286,0.114285714,-0.4,0.066666667,6,0.314285714,0.2,0.314285714,0.2
CASE3_one_violation,1-2-5-7-6-8,log_time_scaleSM,per_student,0.174517375,0.391964731,0.142342342,0.331404206,37,0.212244898,0.369652628,0.161904762,0.295698566,7,-0.037727523,-0.01956242,0.037727523,0.01956242
CASE3_one_violation,1-2-5-7-6-8,log_time_scaleSM,avg,0.542857143,0,0.466666667,0,6,0.371428571,0,0.333333333,0,6,0.171428571,0.133333333,0.171428571,0.133333333
CASE3_one_violation,1-2-5-7-6-8,log_time_scaleSM,median,0.428571429,0.285714286,0.333333333,0.272165527,6,0.485714286,0.161624407,0.4,0.127656948,6,-0.057142857,-0.066666667,0.057142857,0.066666667
CASE3_one_violation,1-2-5-7-6-8,log_time_scaleST,per_student,0.152123552,0.390231185,0.111711712,0.305722815,37,0.27755102,0.30988168,0.20952381,0.212105309,7,-0.125427468,-0.097812098,0.125427468,0.097812098
CASE3_one_violation,1-2-5-7-6-8,log_time_scaleST,avg,0.542857143,0,0.466666667,0,6,0.314285714,0,0.2,0,6,0.228571429,0.266666667,0.228571429,0.266666667
CASE3_one_violation,1-2-5-7-6-8,log_time_scaleST,median,0.342857143,0.248533111,0.266666667,0.20727509,6,0.028571429,0.203372919,0,0.127656948,6,0.314285714,0.266666667,0.314285714,0.266666667
CASE3_one_violation,1-2-5-7-6-8,acc_function,per_student,0.281081081,0.426921587,0.225225225,0.336150742,37,-0.089795918,0.296305166,-0.085714286,0.227377836,7,0.370876999,0.310939511,0.370876999,0.310939511
CASE3_one_violation,1-2-5-7-6-8,acc_function,avg,0.771428571,0,0.6,0,6,-0.114285714,0.142857143,-0.066666667,0.094280904,6,0.885714286,0.666666667,0.885714286,0.666666667
CASE3_one_violation,1-2-5-7-6-8,acc_function,median,0.342857143,0.248533111,0.266666667,0.20727509,6,-0.314285714,0.276026224,-0.2,0.196261353,6,0.657142857,0.466666667,0.657142857,0.466666667
CASE3_one_violation,1-2-5-7-6-8,acc_output,per_student,0.328957529,0.32410914,0.255855856,0.252084887,37,0.379591837,0.296417594,0.295238095,0.230547018,7,-0.050634308,-0.039382239,0.050634308,0.039382239
CASE3_one_violation,1-2-5-7-6-8,acc_output,avg,0.885714286,0,0.733333333,0,6,0.657142857,0.09035079,0.466666667,0.094280904,6,0.228571429,0.266666667,0.228571429,0.266666667
CASE3_one_violation,1-2-5-7-6-8,acc_output,median,0.685714286,0.167413294,0.533333333,0.20727509,6,0.685714286,0.167413294,0.533333333,0.20727509,6,0,0,0,0
CASE3_one_violation,1-2-5-7-6-8,acc_syntaxBL,per_student,-0.081081081,0.140837228,-0.063063063,0.109540066,37,-0.085714286,0.129587819,-0.066666667,0.100790526,7,0.004633205,0.003603604,0.004633205,0.003603604
CASE3_one_violation,1-2-5-7-6-8,acc_syntaxBL,avg,-0.485714286,0.057142857,-0.266666667,0.066666667,6,-0.228571429,0.283323329,-0.2,0.196261353,6,-0.257142857,-0.066666667,0.257142857,0.066666667
CASE3_one_violation,1-2-5-7-6-8,acc_syntaxBL,median,0,0,0,0,6,0,0,0,0,6,0,0,0,0
CASE3_one_violation,1-2-5-7-6-8,scaleSM,per_student,0.503474903,0.23694613,0.390990991,0.2003973,37,0.604081633,0.210748255,0.495238095,0.213384348,7,-0.100606729,-0.104247104,0.100606729,0.104247104
CASE3_one_violation,1-2-5-7-6-8,scaleSM,avg,0.6,0,0.466666667,0,6,0.828571429,0,0.733333333,0,6,-0.228571429,-0.266666667,0.228571429,0.266666667
CASE3_one_violation,1-2-5-7-6-8,scaleSM,median,0.542857143,0.168224017,0.4,0.127656948,6,0.342857143,0.248533111,0.266666667,0.20727509,6,0.2,0.133333333,0.2,0.133333333
CASE3_one_violation,1-2-5-7-6-8,scaleST,per_student,0.511196911,0.242052611,0.398198198,0.197574777,37,0.416326531,0.182536161,0.333333333,0.155328633,7,0.094870381,0.064864865,0.094870381,0.064864865
CASE3_one_violation,1-2-5-7-6-8,scaleST,avg,0.771428571,0,0.6,0,6,0.742857143,0.028571429,0.533333333,0.066666667,6,0.028571429,0.066666667,0.028571429,0.066666667
CASE3_one_violation,1-2-5-7-6-8,scaleST,median,0.742857143,0.103015751,0.6,0.094280904,6,0.342857143,0.248533111,0.266666667,0.20727509,6,0.4,0.333333333,0.4,0.333333333
CASE3_one_violation,1-2-5-7-8-6,readTime,per_student,0.363706564,0.38434039,0.277477477,0.343279892,37,0.559183673,0.359739829,0.485714286,0.344967053,7,-0.19547711,-0.208236808,0.19547711,0.208236808
CASE3_one_violation,1-2-5-7-8-6,readTime,avg,0.828571429,0,0.733333333,0,6,0.828571429,0,0.733333333,0,6,0,0,0,0
CASE3_one_violation,1-2-5-7-8-6,readTime,median,0.714285714,0,0.6,0,6,0.485714286,0,0.333333333,0,6,0.228571429,0.266666667,0.228571429,0.266666667
CASE3_one_violation,1-2-5-7-8-6,log_readTime,per_student,0.257528958,0.536751752,0.216216216,0.456229594,37,0.559183673,0.359739829,0.485714286,0.344967053,7,-0.301654716,-0.269498069,0.301654716,0.269498069
CASE3_one_violation,1-2-5-7-8-6,log_readTime,avg,0.828571429,0,0.733333333,0,6,0.828571429,0,0.733333333,0,6,0,0,0,0
CASE3_one_violation,1-2-5-7-8-6,log_readTime,median,0.714285714,0,0.6,0,6,0.485714286,0,0.333333333,0,6,0.228571429,0.266666667,0.228571429,0.266666667
CASE3_one_violation,1-2-5-7-8-6,time_function,per_student,0.223938224,0.376971619,0.18018018,0.287837485,37,0.404081633,0.368885666,0.352380952,0.279941685,7,-0.180143409,-0.172200772,0.180143409,0.172200772
CASE3_one_violation,1-2-5-7-8-6,time_function,avg,0.771428571,0,0.6,0,6,0.885714286,0,0.733333333,0,6,-0.114285714,-0.133333333,0.114285714,0.133333333
CASE3_one_violation,1-2-5-7-8-6,time_function,median,0.942857143,0,0.866666667,0,6,0.657142857,0,0.466666667,0,6,0.285714286,0.4,0.285714286,0.4
CASE3_one_violation,1-2-5-7-8-6,time_output,per_student,0.524324324,0.329482786,0.437837838,0.28936735,37,0.755102041,0.148741773,0.619047619,0.177153098,7,-0.230777716,-0.181209781,0.230777716,0.181209781
CASE3_one_violation,1-2-5-7-8-6,time_output,avg,1,0,1,0,6,0.942857143,0,0.866666667,0,6,0.057142857,0.133333333,0.057142857,0.133333333
CASE3_one_violation,1-2-5-7-8-6,time_output,median,1,0,1,0,6,0.942857143,0,0.866666667,0,6,0.057142857,0.133333333,0.057142857,0.133333333
CASE3_one_violation,1-2-5-7-8-6,time_syntaxBL,per_student,-0.030888031,0.357251158,-0.012612613,0.266593611,37,-0.040816327,0.218052415,-0.038095238,0.177664363,7,0.009928296,0.025482625,0.009928296,0.025482625
CASE3_one_violation,1-2-5-7-8-6,time_syntaxBL,avg,-0.028571429,0,-0.066666667,0,6,-0.028571429,0,-0.066666667,0,6,0,0,0,0
CASE3_one_violation,1-2-5-7-8-6,time_syntaxBL,median,-0.085714286,0.127775313,-0.066666667,0.094280904,6,-0.4,0.142857143,-0.266666667,0.066666667,6,0.314285714,0.2,0.314285714,0.2
CASE3_one_violation,1-2-5-7-8-6,time_scaleSM,per_student,0.141312741,0.377873747,0.10990991,0.292946599,37,0.293877551,0.326377515,0.257142857,0.270046607,7,-0.15256481,-0.147232947,0.15256481,0.147232947
CASE3_one_violation,1-2-5-7-8-6,time_scaleSM,avg,0.257142857,0,0.2,0,6,0.371428571,0,0.333333333,0,6,-0.114285714,-0.133333333,0.114285714,0.133333333
CASE3_one_violation,1-2-5-7-8-6,time_scaleSM,median,0.428571429,0.285714286,0.333333333,0.272165527,6,0.657142857,0.12344268,0.533333333,0.127656948,6,-0.228571429,-0.2,0.228571429,0.2
CASE3_one_violation,1-2-5-7-8-6,time_scaleST,per_student,0.118146718,0.371527291,0.082882883,0.296690618,37,0.367346939,0.280951557,0.285714286,0.235606036,7,-0.249200221,-0.202831403,0.249200221,0.202831403
CASE3_one_violation,1-2-5-7-8-6,time_scaleST,avg,-0.085714286,0,0.066666667,0,6,0.742857143,0.085714286,0.666666667,0.066666667,6,-0.828571429,-0.6,0.828571429,0.6
CASE3_one_violation,1-2-5-7-8-6,time_scaleST,median,0.171428571,0.289028398,0.133333333,0.20727509,6,0.2,0.161624407,0.133333333,0.127656948,6,-0.028571429,0,0.028571429,0
CASE3_one_violation,1-2-5-7-8-6,log_time_function,per_student,0.223938224,0.376971619,0.18018018,0.287837485,37,0.404081633,0.368885666,0.352380952,0.279941685,7,-0.180143409,-0.172200772,0.180143409,0.172200772
CASE3_one_violation,1-2-5-7-8-6,log_time_function,avg,0.714285714,0,0.466666667,0,6,0.885714286,0,0.733333333,0,6,-0.171428571,-0.266666667,0.171428571,0.266666667
CASE3_one_violation,1-2-5-7-8-6,log_time_function,median,0.942857143,0,0.866666667,0,6,0.657142857,0,0.466666667,0,6,0.285714286,0.4,0.285714286,0.4
CASE3_one_violation,1-2-5-7-8-6,log_time_output,per_student,0.524324324,0.329482786,0.437837838,0.28936735,37,0.755102041,0.148741773,0.619047619,0.177153098,7,-0.230777716,-0.181209781,0.230777716,0.181209781
CASE3_one_violation,1-2-5-7-8-6,log_time_output,avg,1,0,1,0,6,0.942857143,0,0.866666667,0,6,0.057142857,0.133333333,0.057142857,0.133333333
CASE3_one_violation,1-2-5-7-8-6,log_time_output,median,1,0,1,0,6,0.942857143,0,0.866666667,0,6,0.057142857,0.133333333,0.057142857,0.133333333
CASE3_one_violation,1-2-5-7-8-6,log_time_syntaxBL,per_student,-0.030888031,0.357251158,-0.012612613,0.266593611,37,-0.040816327,0.218052415,-0.038095238,0.177664363,7,0.009928296,0.025482625,0.009928296,0.025482625
CASE3_one_violation,1-2-5-7-8-6,log_time_syntaxBL,avg,0.085714286,0,0.066666667,0,6,-0.257142857,0,-0.2,0,6,0.342857143,0.266666667,0.342857143,0.266666667
CASE3_one_violation,1-2-5-7-8-6,log_time_syntaxBL,median,-0.085714286,0.127775313,-0.066666667,0.094280904,6,-0.4,0.142857143,-0.266666667,0.066666667,6,0.314285714,0.2,0.314285714,0.2
CASE3_one_violation,1-2-5-7-8-6,log_time_scaleSM,per_student,0.141312741,0.377873747,0.10990991,0.292946599,37,0.293877551,0.326377515,0.257142857,0.270046607,7,-0.15256481,-0.147232947,0.15256481,0.147232947
CASE3_one_violation,1-2-5-7-8-6,log_time_scaleSM,avg,0.371428571,0,0.333333333,0,6,0.542857143,0,0.466666667,0,6,-0.171428571,-0.133333333,0.171428571,0.133333333
CASE3_one_violation,1-2-5-7-8-6,log_time_scaleSM,median,0.428571429,0.285714286,0.333333333,0.272165527,6,0.657142857,0.12344268,0.533333333,0.127656948,6,-0.228571429,-0.2,0.228571429,0.2
